anime_id,name,score,type,episodes,popularity,members,favorites,Action,Adventure,Comedy,Demons,Drama,Ecchi,Fantasy,Hentai,Historical,Horror,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Romance,School,Sci-Fi,Seinen,Shoujo,Shounen,Slice of Life,Space,Sports,Super Power,Supernatural
2541,Dokusen,5.45,OVA,2.0,8875,1962,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,Lady Georgie,7.16,TV,45.0,5457,7674,59,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2543,Robin Hood no Daibouken,7.12,TV,52.0,5764,6733,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,7.27,TV,50.0,6824,4403,17,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2545,Huckleberry no Bouken,6.22,TV,26.0,9711,1412,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,Alps Monogatari: Watashi no Annette,6.7,TV,48.0,7740,3106,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2547,Shoukoujo Sara,7.68,TV,46.0,4122,15349,84,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2548,Ai no Wakakusa Monogatari,7.43,TV,48.0,5839,6478,39,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2549,Perrine Monogatari,7.52,TV,53.0,7005,4114,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2550,Onboro Film,6.4,Movie,1.0,8488,2309,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2551,Nessa no Wakusei,5.19,OVA,2.0,9455,1577,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2552,Tetsuko no Tabi,6.32,TV,13.0,8752,2077,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2553,Flanders no Inu,7.38,TV,52.0,6381,5192,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2554,Ai Shoujo Pollyanna Story,6.96,TV,51.0,6895,4278,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2555,Shoukoushi Cedie,7.36,TV,43.0,7631,3235,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2556,Jungle Taitei (1989),6.71,TV,52.0,7460,3501,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,Trapp Ikka Monogatari,7.63,TV,40.0,6038,5970,23,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2558,Wakakusa Monogatari: Nan to Jo-sensei,7.58,TV,40.0,6517,4936,26,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2559,Romeo no Aoi Sora,8.35,TV,33.0,2652,36828,523,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2560,Terra e...,6.46,Movie,1.0,5292,8239,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2561,Captain Future,7.06,TV,52.0,7433,3535,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2562,Shion no Ou,7.56,TV,22.0,3085,27986,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2563,Aria the OVA: Arietta,8.02,OVA,1.0,2914,31166,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
2564,Code-E,6.44,TV,12.0,4029,16216,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
2565,Jungle Taitei: Susume Leo!,6.49,TV,26.0,8840,1999,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2566,Uchuujin Tanaka Tarou,6.11,TV,24.0,11225,723,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2567,Pinocchio yori Piccolino no Bouken,6.26,TV,52.0,9513,1521,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,Jungle Book Shounen Mowgli,6.94,TV,52.0,6231,5517,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,Ochame na Futago: Claire Gakuin Monogatari,7.05,TV,26.0,8673,2133,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2571,Mitsubachi Maya no Bouken,6.44,TV,52.0,5587,7250,18,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572,Fushigi no Kuni no Alice,6.49,TV,24.0,8240,2530,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,Minami no Niji no Lucy,6.89,TV,50.0,9343,1640,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2574,Kashi no Ki Mokku,5.9,TV,52.0,9682,1422,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,Don Chuck Monogatari,5.84,TV,26.0,11042,774,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2576,Araiguma Rascal,6.69,TV,52.0,8849,1979,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2577,Tom Sawyer no Bouken,7.17,TV,49.0,6100,5814,45,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,6.79,TV,52.0,10530,974,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579,Anime 80-nichikan Sekai Isshuu,6.83,TV,26.0,7109,3979,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2580,Tsukuyomi: Moon Phase Special,6.65,Special,1.0,4798,10558,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2581,Mobile Suit Gundam 00,8.14,TV,25.0,806,183997,4454,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2582,Soukou Kihei Votoms,7.73,TV,52.0,3811,18152,334,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2583,Soukou Kihei Votoms: The Last Red Shoulder,7.16,OVA,1.0,7631,3224,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2584,Soukou Kihei Votoms: Big Battle,6.74,OVA,1.0,7982,2805,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,7.29,OVA,1.0,7485,3445,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2586,Soukou Kihei Votoms: Kakuyaku taru Itan,6.96,OVA,5.0,7914,2873,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2588,Sinkan,5.75,OVA,1.0,7895,2917,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,Black Cat (TV): Toozakaru Neko,7.13,Special,1.0,3684,19769,34,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2590,Genmukan,6.36,OVA,2.0,6249,5472,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,Samurai Spirits: Haten Gouma no Shou,5.41,Special,1.0,7765,3057,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2592,Kimera,5.14,OVA,1.0,6004,6016,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2593,Kara no Kyoukai 1: Fukan Fuukei,7.64,Movie,1.0,425,324789,1888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2594,Piano no Mori,7.67,Movie,1.0,2125,54659,118,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2595,D.C.II: Da Capo II,6.91,TV,13.0,2830,32907,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2596,Shinreigari,7.46,TV,22.0,1215,120529,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2597,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,7.27,OVA,1.0,4610,11743,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2598,Juusenki L-Gaim,6.7,TV,54.0,6722,4567,16,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2601,Juusenki L-Gaim III: Full Metal Soldier,6.34,OVA,1.0,10639,919,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2602,Kenkou Zenrakei Suieibu Umishou,7.15,TV,13.0,2770,34265,88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2603,Mushi-Uta,6.65,TV,12.0,4161,15073,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2604,Sky Girls,7.02,TV,26.0,3523,21540,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2605,Sayonara Zetsubou Sensei,7.9,TV,12.0,493,285103,4490,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2606,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,6.57,Movie,1.0,4624,11585,8,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2607,Birth,6.01,OVA,1.0,6545,4885,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2608,Wangan Midnight,7.46,TV,26.0,3220,25938,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2609,Kakyuusei (TV),6.23,TV,13.0,6934,4187,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2610,Kakyuusei,5.63,OVA,4.0,9032,1869,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2611,Panda Kopanda,6.76,Movie,2.0,5297,8257,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,Spoon Oba-san,6.64,TV,130.0,9464,1565,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,Mirai Shounen Conan 2: Taiga Daibouken,6.52,TV,24.0,9166,1757,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2614,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,6.6,Movie,1.0,9628,1458,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2615,Otome wa Boku ni Koishiteru Special,6.66,Special,1.0,4746,10886,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2616,Sora Iro no Tane,5.82,Special,1.0,7518,3380,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,Ghiblies,6.43,Special,2.0,6055,5912,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,Takarajima,7.93,TV,26.0,4269,14131,211,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2619,Spider Riders: Oracle no Yuusha-tachi,6.6,TV,26.0,5667,7042,26,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,Spider Riders: Yomigaeru Taiyou,6.71,TV,26.0,7311,3685,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,Natsu e no Tobira,6.08,Movie,1.0,6710,4578,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2622,Big Wars: Kami Utsu Akaki Kouya ni,5.48,OVA,1.0,8339,2444,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2623,Flanders no Inu (Movie),7.86,Movie,1.0,3912,17195,69,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,"Flanders no Inu, Boku no Patrasche",7.06,TV,26.0,9468,1559,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,6.71,Movie,1.0,9783,1370,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2626,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,6.27,Movie,1.0,10510,980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,Doraemon: It's New Year!,6.49,Special,1.0,9753,1385,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2628,"The☆Doraemons: Strange, Sweets, Strange?",6.29,Movie,1.0,10715,890,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,Doraemon and Itchy the Stray,6.35,Special,1.0,10072,1195,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2630,Doraemon Meets Hattori the Ninja,6.87,Special,1.0,9363,1628,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2631,The☆Doraemons: Goal! Goal! Goal!!,6.19,Movie,1.0,10403,1033,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2632,Doraemon: Time Machine de Oshougatsu,6.41,Special,1.0,10271,1086,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2633,The☆Doraemons: Dokidoki Kikansha Daibakusou!,6.28,Movie,1.0,10330,1068,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2634,Doraemon: Doraemon Comes Back,6.97,Special,1.0,9042,1859,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2635,Doraemon: Featherplace,6.08,Special,1.0,10704,893,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2637,Doraemon: It's Autumn!,6.19,Special,1.0,10108,1175,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2638,Doraemon: It's Spring!,6.19,Special,1.0,10181,1126,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2640,Doraemon: It's Summer!,6.16,Special,1.0,10163,1136,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2641,Doraemon: It's Winter!,6.54,Special,1.0,9578,1507,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2644,Doraemon: Treasure of the Shinugumi Mountain,6.2,Special,1.0,10653,919,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2645,Dorami & Doraemons: Space Land's Critical Event,6.5,Movie,1.0,10504,973,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2646,Dorami & Doraemons: Robot School's Seven Mysteries,6.66,Movie,1.0,10078,1176,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,Doraemon: 2112-nen Doraemon Tanjou,7.18,Movie,1.0,7641,3232,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2649,Doraemon: Obaachan no Omoide,7.25,Movie,1.0,8930,1936,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa",6.47,Movie,1.0,9863,1323,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2651,Doraemon: Doraemon Comes Back (Movie),6.9,Movie,1.0,9399,1600,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2652,Doraemon: The Day When I Was Born,7.01,Movie,1.0,8936,1923,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2653,Doraemon: Ganbare! Gian!!,6.38,Movie,1.0,10109,1168,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,7.22,Movie,1.0,7649,3222,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2655,Doraemon Movie 23: Nobita to Robot Kingdom,7.14,Movie,1.0,6343,5303,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,7.3,Movie,1.0,6945,4212,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,7.0,Movie,1.0,7727,3116,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,7.07,Movie,1.0,7875,2940,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,7.05,Movie,1.0,7494,3428,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,Doraemon: Nobita's the Night Before a Wedding,7.2,Movie,1.0,8806,2014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,7.13,Movie,1.0,6777,4474,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,6.94,Movie,1.0,7966,2833,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,7.09,Movie,1.0,7090,3994,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,7.46,Movie,1.0,6841,4364,10,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,7.12,Movie,1.0,7947,2846,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2667,Doraemon Movie 04: Nobita no Kaitei Kiganjou,7.05,Movie,1.0,7730,3116,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,7.05,Movie,1.0,7919,2890,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2669,Doraemon Movie 06: Nobita no Little Star Wars,6.93,Movie,1.0,7544,3355,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2670,Doraemon Movie 12: Nobita no Dorabian Nights,7.18,Movie,1.0,5967,6148,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2671,Doraemon Movie 03: Nobita no Daimakyou,7.06,Movie,1.0,7502,3421,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,Doraemon Movie 05: Nobita no Makai Daibouken,7.2,Movie,1.0,7814,3025,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,7.49,Movie,1.0,6621,4732,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,Doraemon Movie 16: Nobita no Sousei Nikki,7.01,Movie,1.0,8205,2565,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2675,Doraemon Movie 17: Nobita to Ginga Express,7.15,Movie,1.0,6949,4207,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,7.25,Movie,1.0,7376,3608,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2677,Doraemon Movie 11: Nobita to Animal Planet,7.11,Movie,1.0,6994,4124,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2678,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,6.89,Movie,1.0,8557,2257,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2679,Teki wa Kaizoku: Neko-tachi no Kyouen,6.21,OVA,6.0,9928,1266,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2680,One Piece: Straw Hat Theater,7.38,Special,5.0,3355,23779,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2681,Spaceship Agga Ruter,6.54,OVA,4.0,8795,2027,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2682,Aoki Densetsu Shoot! (Movie),6.77,Movie,1.0,8881,1966,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,7.27,TV,12.0,2960,30201,70,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2684,Buzzer Beater 2nd Season,6.83,TV,13.0,5537,7431,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2685,Tsubasa: Tokyo Revelations,8.31,OVA,3.0,1628,82168,899,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2686,Tetsujin 28-gou,6.2,TV,96.0,8408,2398,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2688,Akai Koudan Zillion,6.6,TV,31.0,6979,4145,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2689,Akai Koudan Zillion: Utahime Yakyoku,5.8,Special,1.0,10278,1087,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2690,Urban Square: Kohaku no Tsuigeki,6.1,OVA,1.0,9523,1521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2692,CB Chara Go Nagai World,6.84,OVA,3.0,8112,2670,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
